id_book,page,start_time,duration,total_pages
28,1371,1785072863,85,2697
28,695,1785073741,73,2697
28,689,1785073051,73,2697
28,690,1785073124,48,2697
28,692,1785073263,120,2697
28,692,1785073580,14,2697
28,702,1785074363,58,2697
28,697,1785073915,32,2697
28,697,1785073986,28,2697
28,698,1785074112,46,2697
28,692,1785074027,5,2697
28,692,1785074061,28,2697
28,691,1785074032,29,2697
28,700,1785074224,63,2697
28,696,1785073814,101,2697
28,1373,1785073947,39,2697
28,699,1785074099,13,2697
28,699,1785074158,66,2697
28,706,1785074664,85,2697
28,705,1785074579,14,2697
28,705,1785074595,69,2697
28,704,1785074494,85,2697
28,703,1785074421,73,2697
28,701,1785074287,76,2697
28,1376,1785074889,6,2697
28,707,1785074749,85,2697
28,711,1785075094,120,2697
28,711,1785075290,120,2697
28,710,1785074990,6,2697
28,710,1785074999,47,2697
28,710,1785075055,39,2697
28,709,1785074923,67,2697
28,709,1785075046,9,2697
28,708,1785074834,55,2697
28,708,1785074895,28,2697
28,715,1785076360,53,2697
28,712,1785076154,72,2697
28,718,1785076531,83,2697
28,716,1785076413,57,2697
28,714,1785076280,80,2697
28,711,1785076141,13,2697
28,713,1785076226,54,2697
28,717,1785076470,61,2697
28,719,1785076614,120,2697
29,1,1785079962,40,564
29,3,1785080006,26,564
29,3,1785080131,9,564
29,4,1785080032,9,564
29,5,1785080043,78,564
29,5,1785080142,80,564
29,6,1785080222,62,564
29,7,1785080284,120,564
29,8,1785080413,13,564
29,8,1785080430,120,564
29,8,1785080679,96,564
29,7,1785081682,120,564
29,8,1785081823,13,564
29,8,1785081872,48,564
29,9,1785081836,36,564
29,10,1785081922,120,564
29,10,1785082154,6,564
29,11,1785082044,21,564
29,11,1785082066,49,564
29,12,1785082119,31,564
29,12,1785082161,19,564
29,12,1785082181,6,564
29,13,1785082187,8,564
29,13,1785082198,21,564
29,14,1785155102,18,564
29,15,1785155120,71,564
29,15,1785155192,13,564
29,16,1785155205,105,564
29,17,1785155310,81,564
29,18,1785155396,100,564
29,18,1785155498,120,564
29,19,1785155635,92,564
29,20,1785155727,102,564
29,20,1785155833,8,564
29,21,1785155845,99,564
29,22,1785155949,120,564
29,23,1785156090,120,564
29,27,1785156790,120,564
29,26,1785156631,120,564
29,25,1785156522,5,564
29,25,1785156529,102,564
29,24,1785156385,120,564
29,28,1785156917,120,564
29,32,1785157408,120,564
29,31,1785157274,120,564
29,29,1785157060,94,564
29,30,1785157154,120,564
29,33,1785157580,120,564
29,34,1785157989,25,564
29,34,1785158037,66,564
29,37,1785158237,120,564
29,33,1785158014,23,564
29,35,1785158103,76,564
29,36,1785158179,58,564
29,37,1785160113,120,564
29,37,1785161616,120,564
