id_book,page,start_time,duration
28,1312,1784803350,26
28,504,1784803599,52
28,505,1784803599,52
28,508,1784803937,42
28,509,1784803937,42
28,507,1784803801,23
28,507,1784803836,101
28,503,1784803493,106
28,502,1784803424,57
28,502,1784803484,9
28,1315,1784803824,12
28,506,1784803703,98
28,508,1784812331,4
28,509,1784812331,4
28,511,1784812411,120
28,511,1784812625,5
28,510,1784812211,120
28,510,1784812339,72
28,514,1784812739,120
28,512,1784812568,20
28,513,1784812568,20
28,512,1784812613,6
28,513,1784812613,6
28,512,1784812633,53
28,513,1784812633,53
28,515,1784812884,60
28,516,1784812884,60
28,521,1784813882,113
28,522,1784813995,39
28,523,1784814034,60
28,524,1784814034,60
28,515,1784813422,49
28,516,1784813422,49
28,517,1784813520,32
28,517,1784813555,10
28,517,1784813566,60
28,519,1784813699,60
28,520,1784813699,60
28,510,1784813254,68
28,514,1784813354,5
28,514,1784813364,58
28,512,1784813323,15
28,513,1784813323,15
28,512,1784813359,2
28,513,1784813359,2
28,518,1784813631,68
28,529,1784815028,103
28,525,1784814221,120
28,525,1784814360,120
28,526,1784814534,120
28,526,1784814866,57
28,527,1784814923,52
28,528,1784814923,52
28,530,1784815131,92
28,531,1784815223,31
28,532,1784815223,31
28,533,1784815285,114
28,534,1784815399,107
28,535,1784815506,53
28,536,1784815506,53
28,537,1784815618,53
28,537,1784815673,80
28,539,1784896036,50
28,540,1784896036,50
28,541,1784896136,120
28,542,1784896266,86
28,543,1784896352,30
28,544,1784896352,30
28,545,1784896413,65
28,546,1784896478,92
28,547,1784896570,60
28,548,1784896570,60
28,538,1784895938,98
28,547,1784897263,60
28,548,1784897263,60
28,550,1784937106,120
28,551,1784937264,23
28,552,1784937264,23
28,551,1784937322,13
28,552,1784937322,13
28,554,1784937314,5
28,547,1784937008,16
28,548,1784937008,16
28,549,1784936000,120
28,549,1784937040,66
28,557,1784937608,120
28,557,1784937797,19
28,559,1784937877,120
28,560,1784938020,120
28,561,1784938206,81
28,558,1784937790,7
28,558,1784937816,61
28,556,1784937429,120
28,555,1784937350,63
28,555,1784937422,7
28,561,1784938336,120
28,562,1784938287,49
28,562,1784938612,120
28,564,1784938823,63
28,565,1784938886,73
28,563,1784938741,10
28,563,1784938752,71
28,566,1784938959,120
28,566,1784939148,5
28,567,1784939153,62
28,571,1784939610,64
28,571,1784939677,120
28,567,1784939228,8
28,568,1784939215,9
28,568,1784939236,120
28,570,1784939565,45
28,572,1784939909,10
28,572,1784939923,120
28,569,1784939484,81
28,546,1784940980,12
28,435,1784941007,27
28,466,1784940992,15
28,572,1784940973,7
28,577,1784940466,110
28,577,1784940580,23
28,581,1784940783,66
28,581,1784940933,40
28,581,1784941039,11
28,576,1784940401,65
28,573,1784940151,70
28,578,1784940603,70
28,574,1784940221,6
28,574,1784940230,73
28,582,1784940853,45
28,582,1784941050,101
28,580,1784940725,58
28,580,1784940901,28
28,579,1784940673,52
28,575,1784940303,98
28,474,1784941428,23
28,586,1784941294,67
28,585,1784941247,47
28,583,1784941151,42
28,584,1784941193,54
28,587,1784941361,49
28,487,1784941410,18
28,487,1784941453,20
28,487,1784941475,30
28,590,1784941871,104
28,590,1784941984,39
28,588,1784941699,48
28,587,1784941505,120
28,587,1784941689,10
28,589,1784941750,120
28,591,1784941975,9
28,591,1784942023,93
28,591,1784942123,6
28,595,1784942329,66
28,597,1784942856,120
28,592,1784942129,58
28,598,1784942996,27
28,596,1784942395,120
28,594,1784942252,77
28,593,1784942187,65
28,606,1784943707,53
28,604,1784943576,64
28,603,1784943495,81
28,601,1784943317,54
28,598,1784943128,31
28,598,1784943211,57
28,597,1784943067,61
28,597,1784943159,13
28,597,1784943181,30
28,602,1784943371,120
28,607,1784943760,110
28,605,1784943640,67
28,599,1784943268,15
28,596,1784943172,9
28,600,1784943283,34
28,608,1784943870,120
28,611,1784944184,60
28,619,1784944884,50
28,612,1784944244,61
